file_id	pts_id	samp_id	samp_id1	file_name	file_path
000000f5-8270-43b0-9b05-59d1c90a61e1	b52c870c-bfb8-4e68-86c0-64d57e5c9ae3	TCGA-CF-A5UA-01A-11D-A28N-05	TCGA-CF-A5UA-01A-11	5d9fb1f2-45d8-4af0-9c53-fa76162706f5.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/000000f5-8270-43b0-9b05-59d1c90a61e1/5d9fb1f2-45d8-4af0-9c53-fa76162706f5.methylation_array.sesame.level3betas.txt
0001dac6-05ef-43d3-b224-a2dc1bd5d9df	bf2f1b1b-9de9-41ba-8e0d-00e00e39e51d	TCGA-98-A539-01A-31D-A25R-05	TCGA-98-A539-01A-31	c788b9dd-995f-451d-837f-ff1f5f0e59f3.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0001dac6-05ef-43d3-b224-a2dc1bd5d9df/c788b9dd-995f-451d-837f-ff1f5f0e59f3.methylation_array.sesame.level3betas.txt
00037e58-9817-4202-8b26-cdac02a518ef	4d856b5d-a59b-45f2-a9b2-4d43ec8a20e4	TCGA-A3-3357-01A-02D-1418-05	TCGA-A3-3357-01A-02	4d87a92b-998b-4af6-a45b-a1cc95719597.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00037e58-9817-4202-8b26-cdac02a518ef/4d87a92b-998b-4af6-a45b-a1cc95719597.methylation_array.sesame.level3betas.txt
00054a2c-5524-41d1-98c8-316df5ebf588	ea2c873a-ea52-4920-8d20-554d5fa8ddc1	TCGA-EL-A3MX-11A-11D-A21B-05	TCGA-EL-A3MX-11A-11	22dfeab4-d7a7-4697-b694-012b08ed3b26.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00054a2c-5524-41d1-98c8-316df5ebf588/22dfeab4-d7a7-4697-b694-012b08ed3b26.methylation_array.sesame.level3betas.txt
0005901c-48cf-4daa-b103-8fc6825e9279	c935a05d-0bd5-4fad-8e06-950afe022bca	TCGA-85-8351-01A-11D-2294-05	TCGA-85-8351-01A-11	8427401b-9752-4838-8523-6460a10672f3.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0005901c-48cf-4daa-b103-8fc6825e9279/8427401b-9752-4838-8523-6460a10672f3.methylation_array.sesame.level3betas.txt
000c0cfd-3051-44ba-9add-67c57c7de077	9b4fa1c2-ac5a-4e23-8d25-28e1446e7d8f	TCGA-21-5783-01A-41D-2185-05	TCGA-21-5783-01A-41	ffc9ea19-cacc-4143-990e-c05268491f7a.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/000c0cfd-3051-44ba-9add-67c57c7de077/ffc9ea19-cacc-4143-990e-c05268491f7a.methylation_array.sesame.level3betas.txt
000d342a-bea4-434a-9f3f-74c8d31a1193	b98867d7-7d5a-4c58-8878-37bee6f2f4fa	TCGA-CN-5369-01A-01D-1433-05	TCGA-CN-5369-01A-01	3ac4ab44-c247-4c4e-8cda-464c32958b8b.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/000d342a-bea4-434a-9f3f-74c8d31a1193/3ac4ab44-c247-4c4e-8cda-464c32958b8b.methylation_array.sesame.level3betas.txt
000d5c16-89ed-47f8-bf0d-245df8355c7a	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG-01A-11D-A33U-05	TCGA-S9-A6WG-01A-11	2e0029da-acf2-4298-b745-93fd4e4e8b54.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/000d5c16-89ed-47f8-bf0d-245df8355c7a/2e0029da-acf2-4298-b745-93fd4e4e8b54.methylation_array.sesame.level3betas.txt
0010f1f7-5714-452c-bcb5-1e8c66d54450	4dff4242-4a53-4f46-b200-7ed83f6b7808	TCGA-G3-AAV5-01A-11D-A36Y-05	TCGA-G3-AAV5-01A-11	57cecf8f-5e4a-4b29-8742-47defc3c60c2.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0010f1f7-5714-452c-bcb5-1e8c66d54450/57cecf8f-5e4a-4b29-8742-47defc3c60c2.methylation_array.sesame.level3betas.txt
0012139b-dfd7-4c3f-9ff8-289bd8d197c1	95873e61-afdb-496c-9f77-3f9beb008cda	TCGA-E9-A3X8-01A-31D-A230-05	TCGA-E9-A3X8-01A-31	b126497c-385a-4cd4-bca5-9f81e6a7b445.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0012139b-dfd7-4c3f-9ff8-289bd8d197c1/b126497c-385a-4cd4-bca5-9f81e6a7b445.methylation_array.sesame.level3betas.txt
00127faf-7bb9-41e5-b213-a12374c9808c	5449c232-56f1-4e03-9421-aba3ae180107	TCGA-DD-A73B-01A-12D-A32R-05	TCGA-DD-A73B-01A-12	46e2ffb1-0e6c-4e45-8bcf-3e8f75a9d5ba.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00127faf-7bb9-41e5-b213-a12374c9808c/46e2ffb1-0e6c-4e45-8bcf-3e8f75a9d5ba.methylation_array.sesame.level3betas.txt
0017184e-e3d0-4396-9041-80b2e84e7003	76214b90-c323-4fdc-92f4-1180abdb1380	TCGA-CN-A497-01A-11D-A24I-05	TCGA-CN-A497-01A-11	ed7a21fb-7ec5-486a-9984-ec50032b953a.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0017184e-e3d0-4396-9041-80b2e84e7003/ed7a21fb-7ec5-486a-9984-ec50032b953a.methylation_array.sesame.level3betas.txt
001a5e60-809d-48cd-a080-cea77f110798	1b1b1af0-b19b-4086-b1b7-669fa0b88235	TCGA-DD-A11B-11A-11D-A132-05	TCGA-DD-A11B-11A-11	ab91dc26-3fca-4097-b8a0-51892b62998e.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/001a5e60-809d-48cd-a080-cea77f110798/ab91dc26-3fca-4097-b8a0-51892b62998e.methylation_array.sesame.level3betas.txt
00204481-19b8-43fb-8551-003fc0e87a58	87faba0e-28e7-4a7e-a7e1-12582ec68fac	TCGA-LN-A49Y-01A-11D-A265-05	TCGA-LN-A49Y-01A-11	15d751f7-259a-4552-8875-c8ead7fcadbe.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00204481-19b8-43fb-8551-003fc0e87a58/15d751f7-259a-4552-8875-c8ead7fcadbe.methylation_array.sesame.level3betas.txt
00293c35-4ae1-4984-aae4-a23322603745	5a790086-4887-4d2b-9c28-0fdd5dd1f1fb	TCGA-2A-A8W3-01A-11D-A378-05	TCGA-2A-A8W3-01A-11	cdf1cdfa-5cef-440d-938e-31b72bc04a74.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00293c35-4ae1-4984-aae4-a23322603745/cdf1cdfa-5cef-440d-938e-31b72bc04a74.methylation_array.sesame.level3betas.txt
002d931b-cea5-46f8-869b-a84a69c295ae	d59824bd-816e-4ffc-8aae-1c3eff1f800e	TCGA-BR-8590-01A-11D-2398-05	TCGA-BR-8590-01A-11	78a1b244-0927-47dc-9a35-a46e90fbac3b.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/002d931b-cea5-46f8-869b-a84a69c295ae/78a1b244-0927-47dc-9a35-a46e90fbac3b.methylation_array.sesame.level3betas.txt
002f2731-5b7a-4840-bf5f-f10449e7342c	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210-01A-11D-2116-05	TCGA-HC-7210-01A-11	26cb3e6c-2acf-473b-9713-9ee940add523.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/002f2731-5b7a-4840-bf5f-f10449e7342c/26cb3e6c-2acf-473b-9713-9ee940add523.methylation_array.sesame.level3betas.txt
00359d35-98a9-40a9-b2cc-3bc30212bc6b	400a6495-b13d-58c5-a1dc-c9b605219294	TARGET-20-PANYCG-09A-01D	TARGET-20-PANYCG-09A-01D	b44074ad-d819-4990-9c35-32e4efb83f49.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00359d35-98a9-40a9-b2cc-3bc30212bc6b/b44074ad-d819-4990-9c35-32e4efb83f49.methylation_array.sesame.level3betas.txt
004d9ded-8ac5-4c8f-a71d-667dc971ac65	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN-01A-12D-A38H-05	TCGA-IB-AAUN-01A-12	340c9e8d-7385-47e6-8288-9f383d4f3d10.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/004d9ded-8ac5-4c8f-a71d-667dc971ac65/340c9e8d-7385-47e6-8288-9f383d4f3d10.methylation_array.sesame.level3betas.txt
005166a9-cffd-4497-8a50-21a4f37bbf60	604c0d60-6ba9-4d2f-98db-e310c58bc8ca	TCGA-4Z-AA89-01A-11D-A392-05	TCGA-4Z-AA89-01A-11	928a6028-2ffc-4de6-a2d6-33d6a551c4b9.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/005166a9-cffd-4497-8a50-21a4f37bbf60/928a6028-2ffc-4de6-a2d6-33d6a551c4b9.methylation_array.sesame.level3betas.txt
